male	max_count	median	date	n	mean	min_count	filename	nulls	mean_count	sd	female	min	other	median_count	max	study accession	primary phenotype
			2020/06/18				./data/phs000280.v7.pht006436.v1.p1.ECG.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			11/04/2014				./data/phs000086.v3.pht000281.v1.p1.DCCT_f0922.var_report.xml									phs000086.v3.p1	Insulin-Dependent Diabetes Mellitus
			2021/06/07				./data/phs000971.v3.pht004919.v3.p1.ClinSeq_Sample_Attributes.var_report.xml									phs000971.v3.p1	Atherosclerosis
			10/28/2011				./data/phs000352.v1.pht002284.v1.p1.Retinoblastoma_Subject.var_report.xml									phs000352.v1.p1	Retinoblastoma
			2020/07/21				./data/phs001011.v2.pht005533.v1.p1.eMERGE_CCHMC_IIIA_Sample_Attributes.var_report.xml									phs001011.v2.p1	
			12/11/2009				./data/phs000171.v1.pht000782.v1.p1.MS_DATA_PAIN.var_report_2009_12_11.xml									phs000171.v1.p1	Multiple Sclerosis
			2020/06/02				./data/phs001339.v1.pht006789.v1.p1.22q11_2_Deletion_Syndrome_Sample_Attributes.var_report.xml									phs001339.v1.p1	DiGeorge Syndrome
			05/11/2016				./data/phs000823.v1.pht005047.v1.p1.Melanoma_Predisposing_Mutations_Sample.var_report.xml									phs000823.v1.p1	Melanoma
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000479.v2.p3.simphen080.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
			09/15/2016				./data/phs001044.v1.pht005273.v1.p1.Breast_Cancer_Risk_Pathways_Sample.var_report.xml									phs001044.v1.p1	Breast Neoplasms
			2021/03/24				./data/phs000720.v4.pht003879.v4.p1.Pediatric_Rhabdomyosarcoma_Sample.var_report.xml									phs000720.v4.p1	Rhabdomyosarcoma
			06/25/2013				./data/phs000354.v1.pht003346.v1.p1.ESP_Family_Studies_PAH_Subject.var_report.xml									phs000354.v1.p1	Hypertension, Pulmonary
			2019/11/22				./data/phs001325.v3.pht006353.v2.p1.iPSCORE_WGS_Sample_Attributes.var_report.xml									phs001325.v3.p1	Heart Diseases
			2020/12/21				./data/phs000007.v32.pht000012.v3.p13.ex0_10s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			02/02/2012				./data/phs000417.v2.pht002396.v2.p1.Brain_Cloud_Subject.var_report.xml									phs000417.v2.p1	Aging
99.0	99.0		2019/05/09	35.0		92.0	./data/phs001284.v1.pht009033.v1.p1.WM_LPL_Subject_Phenotypes.var_report.xml	0.0	91.0	23.33	92.0			91.0		phs001284.v1.p1	Waldenstrom Macroglobulinemia
			2019/02/01				./data/phs001770.v1.pht008686.v1.p1.general_eligibility_form.var_report.xml									phs001770.v1.p1	Dent Disease
			2021/05/18				./data/phs002416.v1.pht011232.v1.p1.LMD_Sample_Attributes.var_report.xml									phs002416.v1.p1	Leptomeningeal Carcinomatosis
			2019/11/12				./data/phs001575.v2.pht009608.v1.p1.registration.var_report.xml									phs001575.v2.p1	Late Infantile Neuronal Ceroid Lipofuscinosis
			12/17/2012				./data/phs000567.v1.pht003081.v1.p1.Solitary_Fibrous_Tumor_Sample_Attributes.var_report.xml									phs000567.v1.p1	Solitary Fibrous Tumors
4.0	4.0		09/29/2014	5.0		1.0	./data/phs000797.v1.pht004267.v1.p1.CTLA4_Haploinsufficiency_Pedigree.var_report.xml	0.0	2.5	2.121	1.0			2.5		phs000797.v1.p1	Autoimmune enteropathy
			04/17/2017				./data/phs000816.v2.pht004340.v2.p1.X_Chromosome_Inactivation_Subject.var_report.xml									phs000816.v2.p1	X Chromosome Inactivation
			2019/10/25				./data/phs001858.v1.pht009372.v1.p1.Advanced_Cancer_Sample.var_report.xml									phs001858.v1.p1	Neoplasms
			2020/12/21				./data/phs000007.v32.pht002350.v6.p13.vr_ffreq_ex08_1_0615s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000464.v2.p3.simphen065.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
			2020/06/18				./data/phs000280.v7.pht004057.v2.p1.CNFC04.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			11/05/2014				./data/phs000209.v13.pht002196.v1.p3.MESA_FamilyAirExposure.var_report.xml									phs000209.v13.p3	Cardiovascular Diseases
			11/20/2013				./data/phs000638.v1.pht003568.v1.p1.ALL_Relapse_Subject.var_report.xml									phs000638.v1.p1	Precursor Cell Lymphoblastic Leukemia-Lymphoma
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000432.v2.p3.simphen033.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
			2018/04/09				./data/phs001483.v1.pht007308.v1.p1.DRIVE_BC_WGS_Sample_Attributes.var_report.xml									phs001483.v1.p1	Breast Neoplasms
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000506.v2.p3.simphen107.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
			08/20/2013				./data/phs000285.v3.pht001657.v2.p2.C1F09MAS.var_report.xml									phs000285.v3.p2	Cardiovascular Diseases
			2019/03/11				./data/phs000286.v6.pht008766.v1.p2.mribV2.var_report.xml									phs000286.v6.p2	Cardiovascular Diseases
			03/06/2017				./data/phs000574.v1.pht005862.v1.p1.concomitant_meds.var_report.xml									phs000574.v1.p1	Rett Syndrome
			2018/08/13				./data/phs001247.v1.pht008296.v1.p1.GMKF_CCDD_Subject.var_report.xml									phs001247.v1.p1	Cranial Nerve Diseases
			06/26/2013				./data/phs000553.v1.pht003135.v1.p1.Rare_Pediatric_Phenotypes_Sample_Attributes.var_report.xml									phs000553.v1.p1	Mendelian
			2017/12/29				./data/phs000774.v2.pht004701.v1.p1.CCDG_OFCs_Sample.var_report.xml									phs000774.v2.p1	Cleft Lip
			2019/06/03				./data/phs001292.v2.pht007856.v2.p1.unique_questionnaire.var_report.xml									phs001292.v2.p1	Angelman Syndrome
			2018/03/09				./data/phs000606.v1.pht007569.v1.p1.crf_followupvisitpart1.var_report.xml									phs000606.v1.p1	Cardiovascular Diseases
			2021/02/22				./data/phs001812.v1.pht009107.v1.p1.Pediatric_Obesity_Asthma_Sample_Attributes.var_report.xml									phs001812.v1.p1	Asthma
			2019/08/01				./data/phs001839.v1.pht009358.v1.p1.Deep_Seq_Cancers_Sample_Attributes.var_report.xml									phs001839.v1.p1	Neoplasms
			03/27/2013				./data/phs000525.v1.pht002935.v1.p1.Cancer_Pseudogenes_Transcription_Sample_Attributes.var_report.xml									phs000525.v1.p1	Neoplasms
			2018/05/17	3.0			./data/phs001313.v1.pht007970.v1.p1.urinecollection.var_report.xml	1.0			3.0					phs001313.v1.p1	Adrenal Hyperplasia, Congenital
			2019/08/01				./data/phs001828.v1.pht009368.v1.p1.CKD_Sample.var_report.xml									phs001828.v1.p1	Renal Insufficiency, Chronic
			2020/12/21				./data/phs000007.v32.pht000155.v2.p13.hba0_23s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			2020/12/21				./data/phs000007.v32.pht000830.v2.p13.dopecho0_20s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			Wed Nov 26 07:37:03 2008				./data/phs000017.v3.pht000057.v1.p1.EA_DIGS3_Data.var_report_2008_11_26.xml									phs000017.v3.p1	Bipolar Disorder
57.0			2020/11/24	83.0			./data/phs001052.v2.pht005468.v2.p1.Pediatric_Solid_Tumors_Subject_Phenotypes.var_report.xml	0.0			26.0					phs001052.v2.p1	Neoplasms
			2021/08/13				./data/phs001442.v3.pht010302.v1.p2.TEDDY_Cohort_casecntrl_t1dlist3.var_report.xml									phs001442.v3.p2	Diabetes Mellitus, Type 1
			2019/03/11				./data/phs000286.v6.pht001977.v2.p2.toba.var_report.xml									phs000286.v6.p2	Cardiovascular Diseases
			2019/04/09				./data/phs001802.v1.pht008961.v1.p1.Lymphatic_Anomalies_CAG_Sample_Attributes.var_report.xml									phs001802.v1.p1	Lymphatic Diseases
			2019/04/10				./data/phs001653.v1.pht008702.v1.p1.Holoprosencephaly_Subject.var_report.xml									phs001653.v1.p1	Holoprosencephaly
			2019/03/11				./data/phs000286.v6.pht008792.v1.p2.vap.var_report.xml									phs000286.v6.p2	Cardiovascular Diseases
			2020/01/23				./data/phs000287.v7.pht001491.v2.p1.YR5OLD.var_report.xml									phs000287.v7.p1	Cardiovascular Diseases
			2021/09/08				./data/phs001735.v2.pht009981.v2.p1.TOPMed_WGS_PCGC_Sample.var_report.xml									phs001735.v2.p1	Heart Defects, Congenital
			10/21/2015				./data/phs001002.v1.pht005042.v1.p1.CALGB90401_Prostate_Cancer_Subject.var_report.xml									phs001002.v1.p1	Prostatic Neoplasms
736.0	736.0		01/07/2016	38.0		8.0	./data/phs000459.v1.pht002544.v1.p1.Oral_Clefts_Multiplex_Families_Pedigree.var_report.xml	0.0	709.5	9.192	8.0			709.5		phs000459.v1.p1	Cleft Lip
			11/07/2014				./data/phs000826.v1.pht004336.v1.p1.Adjuvant_Trastuzumab_Breast_Cancer_Subject_Phenotypes.var_report.xml									phs000826.v1.p1	Breast Neoplasms
			2020/06/18				./data/phs001787.v1.pht009043.v1.p1.CRC_High_Risk_Families_Subject.var_report.xml									phs001787.v1.p1	Colorectal Neoplasms, Hereditary Nonpolyposis
			10/25/2016				./data/phs000371.v2.pht002985.v1.p1.Huntingtons_Disease_Subject.var_report.xml									phs000371.v2.p1	Huntington Disease
			2020/01/16				./data/phs001386.v2.pht006606.v1.p1.Smoking_Vaginal_Microbiome_Subject.var_report.xml									phs001386.v2.p1	Smoking
			2021/07/13				./data/phs002481.v1.pht011374.v1.p1.SCA_Sample_Attributes.var_report.xml									phs002481.v1.p1	Aneuploidy
			2021/07/16				./data/phs001604.v2.pht009983.v1.p1.TOPMed_WGS_ChildrensHS_MetaAir_Subject.var_report.xml									phs001604.v2.p1	Asthma
			2019/03/22				./data/phs001597.v1.pht008125.v1.p1.Bevacizumab_Hypertension_Sample.var_report.xml									phs001597.v1.p1	Hypertension
5.0	5.0		2020/05/26	6.0		4.0	./data/phs001820.v1.pht010240.v1.p1.Oncologic_Hematologic_Pedigree.var_report.xml	0.0	4.0	2.828	1.0			4.0		phs001820.v1.p1	Neoplasms
			06/14/2016				./data/phs001127.v1.pht005527.v1.p1.Endometrial_Cancer_Primaries_Metastases_Subject_Phenotypes.var_report.xml									phs001127.v1.p1	Endometrial Neoplasms
			05/12/2015				./data/phs000894.v1.pht004658.v1.p1.Acute_Kidney_Injury_Vancomycin_Subject.var_report.xml									phs000894.v1.p1	Acute Kidney Injury
			2018/06/30				./data/phs001643.v1.pht008191.v1.p1.Chordoma_Subject.var_report.xml									phs001643.v1.p1	Chordoma
			2018/09/20				./data/phs001428.v1.pht008385.v1.p1.S0221_BRCA_Toxicities_Subject.var_report.xml									phs001428.v1.p1	Peripheral Nervous System Diseases
			05/24/2017				./data/phs000574.v1.pht005856.v1.p1.ae_mro_review.var_report.xml									phs000574.v1.p1	Rett Syndrome
16.0			2019/11/12	42.0			./data/phs001575.v2.pht009606.v1.p1.demographics.var_report.xml	0.0			26.0					phs001575.v2.p1	Late Infantile Neuronal Ceroid Lipofuscinosis
			2018/02/08				./data/phs001488.v1.pht007385.v1.p1.ctcc_covance.var_report.xml									phs001488.v1.p1	Huntington Disease
			2020/06/18				./data/phs000280.v7.pht004217.v2.p1.UBMEWM4.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			02/08/2016				./data/phs000949.v1.pht005222.v1.p1.CIDR_Facial_Variation_Subject.var_report.xml									phs000949.v1.p1	Anthropometry
			03/31/2016				./data/phs001072.v1.pht005354.v1.p1.Relapsed_Pediatric_ALL_Subject.var_report.xml									phs001072.v1.p1	Leukemia, Lymphoid
			2021/05/07				./data/phs001327.v2.pht011188.v1.p1.mrafsumm.var_report.xml									phs001327.v2.p1	Neoplasm
974.0	974.0		10/09/2009	834.0		655.0	./data/phs000093.v2.pht000118.v2.p2.PLCO_Cases_Ctls_Data.var_report_2009_10_09.xml	0.0	814.5	89.1	655.0			814.5		phs000093.v2.p2	Lung Neoplasms
			2018/05/31				./data/phs001316.v1.pht008010.v1.p1.p5305_12515_followupe.var_report.xml									phs001316.v1.p1	Andersen Syndrome
			2019/11/08				./data/phs001332.v2.pht007450.v2.p1.p7301_12576_uhdrsiv.var_report.xml									phs001332.v2.p1	Spinocerebellar Ataxias
			2020/12/01				./data/phs002105.v1.pht010705.v1.p1.Opioid_Pharmacogenomics_Children_Subject.var_report.xml									phs002105.v1.p1	Opioid-Related Disorders
			2019/07/26				./data/phs000588.v1.pht009294.v1.p1.death_form.var_report.xml									phs000588.v1.p1	Giant Cell Arteritis
67.0	67.0		2018/04/20	100.0		33.0	./data/phs001556.v1.pht007845.v1.p1.BRAINcode_Subject_Phenotypes.var_report.xml	0.0	50.0	24.04	33.0			50.0		phs001556.v1.p1	Parkinson Disease
			2018/03/26				./data/phs000697.v1.pht007691.v1.p1.BMF_5406_Subject.var_report.xml									phs000697.v1.p1	Myelodysplastic Syndromes
			2020/12/21				./data/phs000007.v32.pht002349.v2.p13.t_wbdxa_2011_3_0624s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			10/30/2013				./data/phs000659.v1.pht003524.v1.p1.Ileal_Pouch_Microbiome_Sample_Attributes.var_report.xml									phs000659.v1.p1	Inflammatory Bowel Diseases
			2021/08/27				./data/phs000966.v2.pht005306.v2.p2.Essential_Tremor_Sample.var_report.xml									phs000966.v2.p2	Essential Tremor
14.0			2020/03/04	20.0			./data/phs001969.v1.pht009936.v1.p1.CGD_TCL_Subject_Phenotypes.var_report.xml	0.0			6.0					phs001969.v1.p1	Lymphoma, T-Cell, Cutaneous
			2020/12/21				./data/phs000007.v32.pht002428.v1.p13.q_psysocalp_ex10_0_0657s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			2019/03/11				./data/phs000286.v6.pht001955.v2.p2.echa.var_report.xml									phs000286.v6.p2	Cardiovascular Diseases
			04/14/2011				./data/phs000258.v2.pht001240.v2.p1.HMP_Gut_Obesity_Subject.var_report.xml									phs000258.v2.p1	Obesity
238.0			2019/06/03	776.0			./data/phs001292.v2.pht007850.v2.p1.demographics.var_report.xml	2.0			538.0					phs001292.v2.p1	Angelman Syndrome
			2018/05/14				./data/phs001396.v1.pht006738.v1.p1.Pigmentation_Eastern_Southern_African_Sample_Attributes.var_report.xml									phs001396.v1.p1	Skin Pigmentation
			05/24/2016				./data/phs001065.v1.pht005432.v1.p1.uhdr3.var_report.xml									phs001065.v1.p1	Huntington Disease
			07/28/2014				./data/phs000778.v1.pht003968.v1.p1.Vesicoureteral_Reflux_Sample.var_report.xml									phs000778.v1.p1	Vesico-Ureteral Reflux
			11/08/2013				./data/phs000200.v9.pht001509.v2.p3.outc_death_cad_rel1.var_report.xml									phs000200.v9.p3	Women&#39;s Health
			2021/10/21				./data/phs001138.v4.pht007939.v3.p2.GMKF_CHD_PCGC_Sample.var_report.xml									phs001138.v4.p2	Heart Defects, Congenital
			2020/06/18				./data/phs000280.v7.pht006447.v1.p1.MRF_FINAL.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			11/05/2014				./data/phs000209.v13.pht003120.v3.p3.MESA_AncilMesaNeighborScalesExam2.var_report.xml									phs000209.v13.p3	Cardiovascular Diseases
			2020/12/21				./data/phs000007.v32.pht000395.v9.p13.sleep1_1998s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
	12.0		2020/08/19	12.0		12.0	./data/phs002075.v1.pht010457.v1.p1.Chorioamniotic_Membranes_Subject.var_report.xml	0.0	12.0		12.0			12.0		phs002075.v1.p1	Placenta Previa
			02/24/2012				./data/phs000001.v3.pht000379.v2.p1.lens.var_report.xml									phs000001.v3.p1	Cataract
			01/16/2015				./data/phs000763.v1.pht004252.v1.p1.COGA_Family_GWAS_Subject.var_report.xml									phs000763.v1.p1	Alcoholism
			08/29/2016				./data/phs000770.v1.pht003926.v1.p1.HER2_Breast_Cancer_Sample.var_report.xml									phs000770.v1.p1	Breast Neoplasms
2.0	4.0		2020/10/27	6.0		2.0	./data/phs001925.v1.pht010570.v1.p1.MSI_H_Cancers_Subject_Phenotypes.var_report.xml	0.0	3.0	1.414	4.0			3.0		phs001925.v1.p1	Microsatellite Instability
			12/07/2015				./data/phs000970.v1.pht005018.v1.p1.Fetal_Methylmercury_Exposure_Subject_Phenotypes.var_report.xml									phs000970.v1.p1	Methylmercury Compounds
			2020/11/30				./data/phs002283.v1.pht010683.v1.p1.Selenium_Chemoprevention_Sample.var_report.xml									phs002283.v1.p1	
556.0	3094.0		07/21/2009	4373.0		556.0	./data/phs000142.v1.pht000888.v1.p1.MyopiaGlaucoma_Pedigree.var_report_2009_07_21.xml	0.0	2187.0	1284	3094.0			2187.0		phs000142.v1.p1	Eye Diseases
			07/08/2016				./data/phs001166.v1.pht005632.v1.p1.T2D_Seq_GWAS_Starr_County_Cohort_Sample.var_report.xml									phs001166.v1.p1	Diabetes Mellitus, Type 2
			2021/08/19				./data/phs001662.v2.pht010069.v1.p1.LTRC_R040_subject_local_pathology.var_report.xml									phs001662.v2.p1	Pulmonary Disease, Chronic Obstructive
			11/18/2016				./data/phs001224.v1.pht005940.v1.p1.Platinum_Genomes_Sample.var_report.xml									phs001224.v1.p1	Computational Biology
			2021/06/02				./data/phs002419.v1.pht011263.v1.p1.BC_Sample.var_report.xml									phs002419.v1.p1	Breast Neoplasms
			2020/04/30				./data/phs001517.v2.pht007480.v2.p2.GHIRD_Subject.var_report.xml									phs001517.v2.p2	Retinitis Pigmentosa
			08/20/2013				./data/phs000285.v3.pht001640.v2.p2.B2F9PRG2.var_report.xml									phs000285.v3.p2	Cardiovascular Diseases
			08/12/2016				./data/phs000888.v1.pht005552.v1.p1.01aADHD_hx.var_report.xml									phs000888.v1.p1	
8.0	8.0		2019/10/31	9.0		11.0	./data/phs001623.v2.pht008363.v2.p1.HNSCC_Subject_Phenotypes.var_report.xml	0.0	4.5	8.485	11.0			4.5		phs001623.v2.p1	Carcinoma, squamous cell of head and neck
			01/19/2010				./data/phs000219.v1.pht001097.v1.p1.d_oars_trans.var_report_2010_01_19.xml									phs000219.v1.p1	Alzheimer Disease
680.0			2018/12/10	680.0			./data/phs001621.v1.pht008154.v1.p1.Platinum_Study_Subject_Phenotypes.var_report.xml	0.0								phs001621.v1.p1	
			2021/02/10				./data/phs001675.v1.pht010219.v1.p1.OFC_Pedigree.var_report.xml									phs001675.v1.p1	Cleft Lip
285.0			04/25/2016	556.0			./data/phs000474.v3.pht002695.v3.p2.Human_Hematopoiesis_Genetics_Subject_Phenotypes.var_report.xml	0.0			261.0					phs000474.v3.p2	Anemia, Dyserythropoietic, Congenital
676.0	718.0		05/07/2013	727.0		676.0	./data/phs000462.v1.pht002541.v1.p1.T2D_GENES_Pedigree.var_report.xml	0.0	697.0	94.05	718.0			697.0		phs000462.v1.p1	Diabetes Mellitus, Type 2
			2021/04/23				./data/phs002228.v1.pht010860.v1.p1.Deamination_Leukemia_Sample_Attributes.var_report.xml									phs002228.v1.p1	Myeloproliferative Disorders
			2020/04/03				./data/phs001916.v2.pht009721.v1.p1.PBMCs_Aging_Subject.var_report.xml									phs001916.v2.p1	Healthy Aging
			Wed Jan 21 13:20:49 2009				./data/phs000144.v1.pht000725.v1.p1.TSP_ClinPathQA_Data_NormalSamplePheno.var_report_2009_01_22.xml									phs000144.v1.p1	Neoplasms
			08/31/2011				./data/phs000374.v1.pht002357.v1.p1.Colorectal_Adenocarcinomas_Sample.var_report.xml									phs000374.v1.p1	Colonic Neoplasms
3.0	3.0		2021/08/11	4.0		2.0	./data/phs002480.v1.pht011458.v1.p1.Glomerular_Disorders_Pedigree.var_report.xml	0.0	2.0	1.414	1.0			2.0		phs002480.v1.p1	Glomerulonephritis
			2019/07/26				./data/phs000588.v1.pht009310.v1.p1.unscheduled_visit_form.var_report.xml									phs000588.v1.p1	Giant Cell Arteritis
			2020/11/27				./data/phs002237.v1.pht010693.v1.p1.MMBIR_CGR_Subject_Phenotypes.var_report.xml									phs002237.v1.p1	Adenocarcinoma of Lung
1394.0	1394.0		05/16/2017	2138.0		744.0	./data/phs001252.v1.pht006377.v1.p1.ca_diam.var_report.xml	0.0	1069.0	459.6	744.0			1069.0		phs001252.v1.p1	Pulmonary Disease, Chronic Obstructive
			2018/08/02				./data/phs001487.v1.pht007136.v1.p1.CCDG_TAICHI_Subject.var_report.xml									phs001487.v1.p1	
			2019/03/11				./data/phs000286.v6.pht008760.v1.p2.mdea.var_report.xml									phs000286.v6.p2	Cardiovascular Diseases
			2020/12/21				./data/phs000007.v32.pht007772.v2.p13.vr_dgai2010_ex05_1_1013s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			2020/06/18				./data/phs000280.v7.pht004193.v2.p1.SBPB02.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
45.0	45.0		03/23/2015	87.0		42.0	./data/phs000866.v1.pht004621.v1.p1.Bipolar_Disorder_Family_Genomics_Subject_Phenotypes.var_report.xml	0.0	43.5	4.243	42.0			43.5		phs000866.v1.p1	Bipolar Disorder
			2020/12/21				./data/phs000007.v32.pht002148.v5.p13.t_hsa_ex01_3_0588s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			01/19/2010				./data/phs000219.v1.pht001055.v1.p1.d_bne1_trans.var_report_2010_01_19.xml									phs000219.v1.p1	Alzheimer Disease
	6.0		2020/12/10	8.0		2.0	./data/phs002065.v1.pht010769.v1.p1.Genitourinary_Cancers_Subject.var_report.xml	0.0	4.0	2.828				4.0		phs002065.v1.p1	Bladder Neoplasms
			01/26/2015				./data/phs000837.v1.pht004438.v1.p1.22q11DS_Subject.var_report.xml									phs000837.v1.p1	Tetralogy of Fallot
			05/21/2013				./data/phs000421.v1.pht003234.v1.p1.FuchsEndothelialCornealDystrophy_Sample.var_report.xml									phs000421.v1.p1	Fuchs&#39; Endothelial Dystrophy
			07/18/2016				./data/phs001085.v1.pht005646.v1.p1.Melanesian_Individuals_Sample.var_report.xml									phs001085.v1.p1	
			2021/05/21				./data/phs001062.v5.pht005263.v3.p2.TOPMed_WGS_MGH_AF_Sample_Attributes.var_report.xml									phs001062.v5.p2	Atrial Fibrillation
			2020/06/18				./data/phs000280.v7.pht006423.v1.p1.CDI.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			2018/05/18				./data/phs001315.v1.pht006194.v1.p1.CIDR_GECCO_Colorectal_Cancer_GxE_Sample_Attributes.var_report.xml									phs001315.v1.p1	Colorectal Neoplasms
			2018/02/08				./data/phs001488.v1.pht007421.v1.p1.sitexfer.var_report.xml									phs001488.v1.p1	Huntington Disease
			08/20/2013				./data/phs000285.v3.pht001808.v2.p2.F1F02.var_report.xml									phs000285.v3.p2	Cardiovascular Diseases
